review,rating,compound,label
good looking stylish design hd sounds read more,4,0.4404,Positive
value monyread more,4,0.34,Positive
superb products love butwhenever using long time felt little bit pain ear due tightread more,5,0.7414,Positive
on point view product good sound quality also good price product good buy itread more,4,0.8271,Positive
very niceread more,4,0.0,Positive
good looking stylish design hd sounds read more,4,0.4404,Positive
value monyread more,4,0.34,Positive
superb products love butwhenever using long time felt little bit pain ear due tightread more,5,0.7414,Positive
average read more,3,0.0,Positive
best headphones budgetread more,5,0.6369,Positive
very worst product dont buy i given 1star product because i not able say 000000000 star ratingread more,1,-0.659,Negative
i much happyread more,5,0.0,Positive
exellent product amazingread more,5,0.0,Positive
awesome sound good battery backupread more,5,0.7906,Positive
very good quality product nice sounds output battery good charging slowread more,5,0.8357,Positive
the review product good try give good product first time delivery otherwise product awesome range wireless doesnt much return pack try improve itread more,5,0.9153,Positive
not badread more,4,0.0,Positive
best oneread more,5,0.6369,Positive
bestread more,5,0.0,Positive
very good product price worthyread more,5,0.4927,Positive
super sound qualityread more,4,0.5994,Positive
excellentread more,5,0.0,Positive
osmread more,5,0.0,Positive
was bit worried i seen lot people saying not comfortable use long intervals but wasnt case though and happy but obviously not comfortable pair headphones bass good sound not clear but good price though i expected bit better battery build satisfactory as first concern sound always not gonna buy 1499 sure got 1099 happy read more,4,0.9338,Positive
very good productread more,5,0.4927,Positive
niceread more,5,0.0,Positive
nice according priceread more,4,0.4215,Positive
for music great calling not goodread more,3,0.6249,Positive
good productread more,3,0.4404,Positive
goodread more,5,0.0,Positive
not goodread more,3,0.0,Positive
love itread more,5,0.6369,Positive
nice productread more,5,0.4215,Positive
only 45min use star pain earbluetooth connectivity times beep sound continuously hear ear sound goodread more,4,-0.5106,Negative
goodread more,5,0.0,Positive
comfortable very short range bluetooth connectivityokie read more,5,0.5106,Positive
goodread more,5,0.0,Positive
mic quality poorread more,2,0.0,Positive
im much impressed sound problem ecom express delivery took many days deliver product finally got thanks flipkartread more,5,0.5106,Positive
sound quality not good and flipkart delivered old properly not working productread more,1,-0.3412,Negative
awesome read more,5,0.6249,Positive
good quality sound not comfortable earsread more,5,0.0511,Positive
everything fine mic not much good the person cannot hear i making call using headphonesread more,3,-0.1546,Negative
superread more,5,0.0,Positive
excellent product i expected better want clear voice ok bass excellentread more,5,0.8934,Positive
nice product not happy built qualityread more,3,-0.0511,Negative
it bad stopped working 30 days throws lot noise very bad qualityread more,1,-0.8479,Negative
good quality good sound battery backup goodbass may better cut one starread more,4,0.765,Positive
goodread more,3,0.0,Positive
good product product best value moneyread more,5,0.8591,Positive
this product excellentread more,5,0.0,Positive
not expectedwhen pause play video sound cracksand not good taking online class zoomread more,2,-0.5334,Negative
mic poor battery stopped working monthread more,2,-0.6124,Negative
the sound delayed second connected bluetooth it works fine aux connectedread more,3,-0.0258,Negative
superb quality good productread more,5,0.7906,Positive
long term reviewthe headphone quite good problem headset fitting headphones felt wearing 25 minutesthe sound quality good ok price range please purchase if bass loverthere no particular button google assistant therefore check wireless earphones dont buy this headphones for mic you cant even speak a phone call as this mic detects all the sound available itread more,4,0.6613,Positive
super mind blowingread more,5,0.5994,Positive
it good product very nice lookingvery good battery backup you buy productread more,5,0.8464,Positive
its sound good feeling happ product owsm delivery good plz buy thisread more,5,0.765,Positive
design comfort give 3starbattery 5starbass 5starquality 5star loudness 5starbest headpones marketbut one thing head small face little problem fit headpones earsound awesomeread more,5,0.3214,Positive
the headphone comparatively tight ears cannot wear long the supplied aux cable fine slight disturbance sound not come good adjust itread more,4,-0.4429,Negative
sound quality osm use djread more,5,0.0,Positive
just awesome thanks lot flipkartread more,5,0.7906,Positive
just 2months left side not workingread more,2,0.0,Positive
it somehow stucking long timeread more,5,0.0,Positive
very poor quality no return policy productplz everyone dont book boat bluetooth headset quality local brandread more,2,-0.7056,Negative
iam using product last 6month worthyread more,5,0.0,Positive
this best headphone budget range brilliant sound quality bass battery backup everything fantastic single con would may deal breaking when wear head 15 minutes ears start painingread more,3,0.9118,Positive
worth penny penny osam product price range read more,5,0.2263,Positive
super qualitybass goodread more,5,0.5994,Positive
very nice productread more,5,0.4754,Positive
osmworkread more,5,0.0,Positive
sound build quality good if looking headphone 1500 go itread more,3,0.4404,Positive
goodread more,3,0.0,Positive
grate product sound quality goodread more,5,0.0,Positive
nicrread more,5,0.0,Positive
sound quality good but bit uncomfortable earread more,4,-0.3506,Negative
very bad bluetoothread more,3,-0.5849,Negative
best sound qualityread more,5,0.6369,Positive
bass superread more,5,0.0,Positive
avrage goodbut ne pluse headphone much betterread more,3,0.0,Positive
good product battery backup lowbass amazingaverage build qualityoverall good product bass loversread more,5,0.7003,Positive
nice soundread more,5,0.4215,Positive
very nice prouduct clear bass good prouductread more,5,0.8341,Positive
best quality best battery backpread more,5,0.8555,Positive
good sound good bass nice lookingread more,5,0.8225,Positive
fantastic product i loved much sound quality excellent powerfull bass battery backup superb so everyone must buy itread more,5,0.946,Positive
best priceread more,3,0.6369,Positive
it good product containing bluetooth feature connect pc mic dint work outstanding bass listening songit not good gamingthe hard fiber used bodygood quality cushion usedit sound loud by way i would like give 5 starsread more,5,0.8069,Positive
overall goodread more,5,0.0,Positive
voice breakingread more,5,0.0,Positive
uncomfortable wearreally tight painfulread more,2,-0.3818,Negative
its goodread more,4,0.0,Positive
it good product containing bluetooth feature connect pc mic dint work outstanding bass listening songit not good gamingthe hard fiber used bodygood quality cushion usedit sound loud by way i would like give 5 starsread more,5,0.8069,Positive
overall goodread more,5,0.0,Positive
voice breakingread more,5,0.0,Positive
uncomfortable wearreally tight painfulread more,2,-0.3818,Negative
its goodread more,4,0.0,Positive
nice product butvolume button separateoverall goodthanks flipkart time deliveryread more,5,0.4215,Positive
wow i happyread more,5,0.5859,Positive
nice headphones heavy bass sound clear battery backup averageread more,4,0.6597,Positive
goodread more,4,0.0,Positive
nice product aux works without charging alsoread more,5,0.4215,Positive
good productread more,5,0.4404,Positive
nice productread more,5,0.4215,Positive
goodread more,5,0.0,Positive
its goodread more,5,0.0,Positive
music lovers awesome productread more,5,0.8176,Positive
nice product good sound quality nice designed not loss amount loved productread more,5,0.7443,Positive
sailing boatread more,5,0.0,Positive
after 1 year usage its good great amazing read more,5,0.8957,Positive
excellentread more,5,0.0,Positive
superread more,5,0.0,Positive
this 3rd boat headphones meand i love handy nature rockrezv400read more,5,0.6369,Positive
osmread more,5,0.0,Positive
not support 5 metreread more,1,-0.3089,Negative
very nice productread more,5,0.4754,Positive
goodread more,5,0.0,Positive
excellent productread more,5,0.5719,Positive
goodread more,4,0.0,Positive
damage product receivedread more,1,-0.4939,Negative
excellentread more,5,0.0,Positive
best product 1099read more,5,0.6369,Positive
excellent productread more,5,0.5719,Positive
goodread more,4,0.0,Positive
damage product receivedread more,1,-0.4939,Negative
excellentread more,5,0.0,Positive
best product 1099read more,5,0.6369,Positive
nice product fast delivery flipkart highly recommendedread more,5,0.4215,Positive
design build awesome fab sound quality also goodoverall nicei like itthank uread more,4,0.8625,Positive
very nice product read more,5,0.4754,Positive
okread more,4,0.0,Positive
its wonderful product keep like products good luckread more,5,0.8442,Positive
good productread more,5,0.4404,Positive
is must outstanding product read more,5,0.6124,Positive
its awesome read more,5,0.6249,Positive
manufactured folt glow outread more,4,0.0,Positive
excellentread more,4,0.0,Positive
sound bass ossmmbuild quality battery backupis ossm nice productread more,4,0.4215,Positive
totally waste money guys dont buy itread more,1,-0.4754,Negative
great experience boat headphone amazing quality thisread more,5,0.836,Positive
amazing suprer sound quality and nice productread more,5,0.765,Positive
amazing rangeread more,5,0.5859,Positive
very nice good toread more,5,0.7408,Positive
very nice product recive call not going voice otherread more,5,0.4754,Positive
poor plastic brokenread more,2,-0.4767,Negative
very niceexcellent product worth moneyread more,5,0.2878,Positive
connective not good it automatically disconnected every 45min automatically connectread more,1,-0.3412,Negative
the product well i not satisfied wit ear cushionsread more,5,-0.0598,Negative
superjust amazingread more,5,0.0,Positive
good price i liked product however bit tight ears beginning seems absolutely fine nowread more,5,0.7778,Positive
headphone good ina kl way sometimes headphones automatically turned offread more,5,0.4404,Positive
best headphones pricefully satisfiedread more,5,0.6369,Positive
the product well i not satisfied wit ear cushionsread more,5,-0.0598,Negative
superjust amazingread more,5,0.0,Positive
good price i liked product however bit tight ears beginning seems absolutely fine nowread more,5,0.7778,Positive
headphone good ina kl way sometimes headphones automatically turned offread more,5,0.4404,Positive
best headphones pricefully satisfiedread more,5,0.6369,Positive
excellent productread more,3,0.5719,Positive
boat rockerz 400 really good sound bass terrific built design also good battery backup osm and last thing boat ke aage sab pani kamread more,5,0.8479,Positive
nice productread more,5,0.4215,Positive
very niceread more,5,0.0,Positive
best bass sounding i like itread more,5,0.7717,Positive
i cant believe boat product build quality worst below average productread more,2,-0.6249,Negative
product good delivery not goodread more,5,0.4404,Positive
awesome productaudio quality bass also goodi impressed much productbuild quality averageit looks awesome stylishread more,5,0.9062,Positive
best quality price i paid initially supplied defective piece without accessories user manual returned assist flipkart customer executive placed order happy productread more,5,0.7184,Positive
nice wear hourread more,4,0.4215,Positive
bass setbut hurts ear 15min useread more,3,-0.4767,Negative
nice headphonevery impressive sound bass not goodread more,5,0.7269,Positive
i product color awsmread more,5,0.0,Positive
cusion bad roughread more,3,-0.5423,Negative
i would say greatful thanks flikart delivery system received genuine product sound quality upto mark even battery back range connectivity goodgo worth moneyread more,5,0.5859,Positive
bass setbut hurts ear 15min useread more,3,-0.4767,Negative
nice headphonevery impressive sound bass not goodread more,5,0.7269,Positive
i product color awsmread more,5,0.0,Positive
cusion bad roughread more,3,-0.5423,Negative
i would say greatful thanks flikart delivery system received genuine product sound quality upto mark even battery back range connectivity goodgo worth moneyread more,5,0.5859,Positive
awesome oneread more,5,0.6249,Positive
superb sound bass very niceread more,4,0.6249,Positive
i love read more,5,0.6369,Positive
review using 4 monthsprossound playback really nice very useful playing music attending callsthe look niceconsthe microphone not work well it produces low soundthe built quality unsatisfactory the plastic builds stress months time justs snaps two piecesthe wire headband keeps getting annoyingread more,3,0.4431,Positive
sound quality superb earphone cord connect bluetooth sound doesnt feelread more,3,0.6249,Positive
aux cable is below average and overall all average product read more,3,0.0,Positive
if buying headset first time dont earphone dont buy itit hurts bad cant use longer period like earphoneread more,4,0.1416,Positive
its good expected boatread more,5,0.4404,Positive
it not help u watching live streaming nd u cant play pubg connected bluetoothu hear low frequency speaker bursting sound u watch live stream nd play pubg connected usb wire rest good nd base litread more,3,-0.0243,Negative
this nyc productread more,5,0.0,Positive
sound quality like ordenery headphoneread more,4,0.3612,Positive
niceread more,5,0.0,Positive
its awesomeread more,5,0.0,Positive
good product definitely go itread more,5,0.6808,Positive
super look best sound qualityread more,5,0.8442,Positive
sound quality like ordenery headphoneread more,4,0.3612,Positive
niceread more,5,0.0,Positive
its awesomeread more,5,0.0,Positive
good product definitely go itread more,5,0.6808,Positive
super look best sound qualityread more,5,0.8442,Positive
i love headphonesread more,5,0.6369,Positive
i giving review using one weekbase goodlooking awesomemost interested battery backup goodi not charged one week daily i use 12 hours read more,5,0.69,Positive
i read reviews saying ear hurts not believe using got know actually hurts and bluetooth range short all things goodread more,3,-0.7351,Negative
good productread more,5,0.4404,Positive
excellentsatisfiedread more,5,0.0,Positive
product good but online delivery bad late slow delivery delivery boy dene nhi aata h lene jana padta hread more,3,-0.5859,Negative
a good product bass goodread more,4,0.4404,Positive
goodread more,4,0.0,Positive
it good bassread more,5,0.4404,Positive
good product no damages one yearread more,4,0.6492,Positive
super headphonebass super stylish fit ear nice designread more,5,0.9201,Positive
small sizeread more,5,0.0,Positive
sound quality goodread more,4,0.0,Positive
product best sounds quality averagesread more,4,0.6369,Positive
best product bass goodread more,5,0.6369,Positive
nice productread more,5,0.4215,Positive
excellent product quite descent battery backupread more,5,0.5719,Positive
ossum one absolutely fineread more,5,0.0,Positive
what sound qualityjust amazing excilent read more,5,0.5859,Positive
such amazing product good qualityread more,5,0.7717,Positive
its awesome read more,4,0.6249,Positive
superread more,5,0.0,Positive
i saw many reviews headphones tight head pains not tight comfortable sound quality awesome ear cups soft comfortable the best thing made wired help aux cable not chargedread more,5,0.8689,Positive
goodread more,4,0.0,Positive
its simply awesomeread more,5,0.0,Positive
its awesome read more,4,0.6249,Positive
superread more,5,0.0,Positive
i saw many reviews headphones tight head pains not tight comfortable sound quality awesome ear cups soft comfortable the best thing made wired help aux cable not chargedread more,5,0.8689,Positive
goodread more,4,0.0,Positive
its simply awesomeread more,5,0.0,Positive
voice problem calling not supported pubg when play delay soundread more,3,-0.5517,Negative
fabulous productread more,5,0.5267,Positive
good productloved itgood battery backupread more,5,0.4404,Positive
must buyread more,5,0.0,Positive
its good temporary usage not long term dont take radium colour coz get dirty colour one two months read more,5,0.0,Positive
goodread more,5,0.0,Positive
one month use one side speaker not work dont go headsetread more,1,0.0,Positive
product awesomei loved it super bassthe reason giving 4stars feel tide use half hour moreother wise product amazing must buy itread more,4,0.9524,Positive
vary uncomfartread more,1,0.0,Positive
goodread more,4,0.0,Positive
nice productread more,4,0.4215,Positive
thidread more,3,0.0,Positive
goodread more,4,0.0,Positive
one best headset 1500i bought 1099read more,5,0.6369,Positive
nice productread more,5,0.4215,Positive
very good productread more,5,0.4927,Positive
best bluetooth headphones based priceread more,4,0.6369,Positive
super bass sound quality also super calls not clear talkingread more,5,0.7661,Positive
awesome sounds quality no lag soundread more,3,0.7299,Positive
awesomestrong built quality feels premium yes issmall suggestion listen flac song atleast 320 kbpsm4a itunes rip feel tagline plug nirvanaread more,5,0.4019,Positive
worth purchasing only thing sucks ear start hurt 30 minutes usage keep mind purchasing headphonesread more,4,-0.6124,Negative
superread more,5,0.0,Positive
after 1 month not connection bloothoothread more,1,0.0,Positive
nice product value moneyread more,4,0.6369,Positive
design amazing bass excellentand durable uncomparable soundread more,5,0.5859,Positive
after 1 year headphone breaks middle worthless meread more,1,-0.4404,Negative
goodread more,5,0.0,Positive
best class with great bass effect i love great headphone thank u flipkaryread more,5,0.9643,Positive
not much better okread more,4,-0.3412,Negative
verry good quieltyread more,4,0.4404,Positive
it great productbut one problem sizeit little bit tighter hurts ears using timeread more,5,-0.1119,Negative
good soundread more,5,0.4404,Positive
could little bit bigger not cushionyread more,4,0.0,Positive
fabulous productread more,3,0.5267,Positive
good design sound qualityread more,4,0.4404,Positive
sound quality badread more,2,0.0,Positive
product was goodsound bassetc are well performingbut the packing was terrifficnot take much care and not in a mannerread more,3,0.6486,Positive
good productread more,5,0.4404,Positive
worst mic everrrrrrrdont buy iti used almost 1 month faced mic problemread more,1,-0.6249,Negative
awesome productyou must buy itread more,5,0.6249,Positive
goodread more,5,0.0,Positive
this ear headfones excellent bass quality look headfones sight moneyread more,5,0.5719,Positive
please check head size buyit highly tight half hour ear start pain badlyother wise good price segmentread more,3,0.6124,Positive
best productread more,4,0.6369,Positive
gud design gud qualityread more,5,0.0,Positive
it nice product boatread more,5,0.4215,Positive
mind blowing soundread more,5,0.0,Positive
excellent work read more,5,0.5719,Positive
prosvery good quality worth money cons could not keep ears long time its paining moreread more,5,0.2732,Positive
worst needed replace product 15 days buying boat took 1 half month picking product return replacement product the battery replace product dying fastread more,1,-0.6249,Negative
nice mic headphone thanks flipkartread more,4,0.6908,Positive
good headphone priceread more,5,0.4404,Positive
osom nice product bass punchy build quality not goodread more,5,0.4215,Positive
its sound quality good clean qurior service fast delivery boy well behaveread more,5,0.7717,Positive
excellent product sound quality goodread more,4,0.5719,Positive
this good head phoneread more,4,0.4404,Positive
need improvement mic qualityread more,4,0.4588,Positive
the product good warranty wastage no pickupread more,5,0.1779,Positive
it really good headphoneread more,5,0.4927,Positive
ghatiya qualityread more,1,0.0,Positive
best sound qualityread more,5,0.6369,Positive
good praductread more,5,0.4404,Positive
i giving review 2 month headphone really nice i like much and bass brilliantand i ordered 23 september i got delivery 24 september really fast delivery flipkart greatest shopping app thank flipk much read more,5,0.932,Positive
niceread more,4,0.0,Positive
nice product i love thank flipkartread more,5,0.8591,Positive
best sound qualityread more,5,0.6369,Positive
good praductread more,5,0.4404,Positive
i giving review 2 month headphone really nice i like much and bass brilliantand i ordered 23 september i got delivery 24 september really fast delivery flipkart greatest shopping app thank flipk much read more,5,0.932,Positive
niceread more,4,0.0,Positive
nice product i love thank flipkartread more,5,0.8591,Positive
excellentread more,5,0.0,Positive
not badread more,4,0.0,Positive
its one side sound not goodread more,2,0.0,Positive
good product sound quality awesomeread more,5,0.4404,Positive
the packing product badread more,1,0.0,Positive
goodread more,4,0.0,Positive
niceread more,5,0.0,Positive
good sounds qualityread more,4,0.4404,Positive
nice productread more,4,0.4215,Positive
nice ear phone love itread more,5,0.7906,Positive
very goodread more,5,0.0,Positive
ok product however 15 days use i must say person another call cannot hear voice i not able hear media tube not good purchaseread more,2,-0.0531,Negative
its really awesome product must u r want base headphonesread more,5,0.6901,Positive
overall i love read more,4,0.6369,Positive
the headphone good used cable used bluetooth mode background noise and hurts outer ear worn one hourread more,2,-0.34,Negative
average product average volume not good not badread more,5,-0.3412,Negative
this design tight ear portion due cant wear headphone 30 minutes disappointedread more,3,0.0,Positive
awesome product i likedread more,4,0.6249,Positive
ear cuff hard uneasy hear long timeread more,1,-0.4588,Negative
my name munna sk good productread more,5,0.4404,Positive
superb read more,5,0.6249,Positive
good headphoneread more,4,0.4404,Positive
good product read more,5,0.4404,Positive
average productread more,4,0.0,Positive
really awesome product must buyread more,5,0.659,Positive
nice productread more,4,0.4215,Positive
well sound quality amazing bass good but headphone fits little tight first that may cause little pain surrounding area earread more,5,-0.0285,Negative
for price range i bought1099 headphone beastand the bass heavy built connection battery awesomebut vocals suppressed heavy base listen melody songsso melody songs lover go another optionsjbl best melody bass lover definitely love and rocking music pop music dance music best optionand noice cancellation also good giread more,5,0.9794,Positive
excellentread more,5,0.0,Positive
its awesome product price range you never feel guilty buying product satisfied productread more,5,0.8493,Positive
bestread more,5,0.0,Positive
nice productsread more,5,0.4215,Positive
mic not working windows 10 and cable nothing worksread more,1,0.0,Positive
very good qualityread more,4,0.4927,Positive
really nice product music base goodread more,4,0.4754,Positive
good qualityread more,5,0.4404,Positive
product awesome sound quality call not satisfactoryread more,4,0.6249,Positive
it best low priceread more,4,0.4767,Positive
superread more,5,0.0,Positive
niceread more,5,0.0,Positive
my device broked fastpoor quality bodyread more,2,0.0,Positive
money not worth1100read more,5,0.0,Positive
good enoughread more,4,0.4404,Positive
good qualityread more,4,0.4404,Positive
its good product nice buildread more,5,0.6908,Positive
yaa goodread more,4,0.0,Positive
must byread more,5,0.0,Positive
uncomfortable eyers product quality bass goodread more,5,-0.3818,Negative
quality goodread more,4,0.0,Positive
this headphones superb cushioning good comfortnis headphones i love much bass ok plug aux bass gets best strong volumeit goodread more,4,0.9678,Positive
best market perfect quality sound volume us awesome happy product delivery product also goodread more,5,0.9493,Positive
buying product truely waste maney as design material used cheap qualityit worth price jump rs 599read more,1,-0.2263,Negative
sound quality not good bass high bass loverand disappointed micread more,4,-0.6711,Negative
low quality high sound price worthread more,3,-0.2732,Negative
after one year not connect bluetooth mobile electronicread more,1,0.0,Positive
best market perfect quality sound volume us awesome happy product delivery product also goodread more,5,0.9493,Positive
buying product truely waste maney as design material used cheap qualityit worth price jump rs 599read more,1,-0.2263,Negative
sound quality not good bass high bass loverand disappointed micread more,4,-0.6711,Negative
low quality high sound price worthread more,3,-0.2732,Negative
after one year not connect bluetooth mobile electronicread more,1,0.0,Positive
it good good sound qualityread more,4,0.7003,Positive
excellent product thank flipkartread more,5,0.7351,Positive
nice productgood bassvoice quility niceeverytbing gudread more,5,0.4215,Positive
audio45building q55battry55butafter 1hr ear will happens pain because of matressesread more,5,-0.5106,Negative
goodread more,3,0.0,Positive
very bad product sound quality bad worthless product ever bought flipkart dont think buy type productread more,1,-0.8805,Negative
music quality better headphones battery backup awesomeread more,5,0.4404,Positive
very nice at reasonable price go u plug headphn u cant stop urself dancingread more,5,0.6099,Positive
nice boat rockerz 400read more,5,0.4215,Positive
sounds quality good irritating pain ear 1 hour useread more,5,-0.5267,Negative
great productread more,4,0.6249,Positive
good value moneyread more,4,0.6486,Positive
it good causes ear painread more,5,0.4404,Positive
good productread more,5,0.4404,Positive
goodread more,5,0.0,Positive
very goodread more,5,0.0,Positive
great product awesome sound quality read more,5,0.8481,Positive
awesome product price satisfiedread more,5,0.6249,Positive
during calls nose receiver worst product boat whenever i receive calls either i switch back earphones speaker they listening resound not suggesting one importance always given calls rightread more,1,-0.7359,Negative
mustread more,5,0.0,Positive
very nice folding alsoread more,5,0.4754,Positive
quite punchy decent bass better jbl glide 501 actually quite loud mic bakwas overall good value moneyread more,4,0.802,Positive
thanksread more,5,0.0,Positive
actually good not lieing first impression loved itread more,5,0.7298,Positive
fantastic price recommendread more,5,0.5574,Positive
very nice buy read more,5,0.4754,Positive
nice product sound coming put bigger soundread more,5,0.4215,Positive
nice productread more,3,0.4215,Positive
good productread more,5,0.4404,Positive
good read more,5,0.4404,Positive
nice headset after use 1year still works fine sound qualityread more,5,0.5574,Positive
best headphone price quite comfortable using long time provide good bassread more,5,0.8932,Positive
wow mast bassss goood quality soundread more,5,0.5859,Positive
really good productread more,5,0.4927,Positive
good productread more,5,0.4404,Positive
one best affordable headset i loved product it almost 3 months using i facing no problem product i would highly recommend the battery backup amazing well although takes 23 hours charging backup amazing the product amazing built quality well my brother using boat headset almost 2 years never faced problems well it worth penny payread more,5,0.9836,Positive
awesome sound bass amazingread more,5,0.6249,Positive
awesome productread more,5,0.6249,Positive
this headphone amazing such good product go everyone read more,5,0.7717,Positive
good easy product work withread more,5,0.7003,Positive
defective product usual flipkart dissapoiting mefirst orderd earphone mi left side stopped working boat headset bluetooth option not showing phonereally wasting moneym gonna return itread more,1,-0.3699,Negative
osm product but dilvery late build quality good not awesomesound quality osm 1010battery backup 4hour i rate product 1010read more,5,0.5927,Positive
very nice productread more,5,0.4754,Positive
very good prdtread more,5,0.4927,Positive
reviews arent lyingread more,5,0.0,Positive
nice product sound quality extremely good fit tight headread more,4,0.8304,Positive
superread more,5,0.0,Positive
awesome product thank flipkart i happyread more,5,0.765,Positive
good product durableread more,5,0.4404,Positive
good productread more,5,0.4404,Positive
i love headphone much worth money easy carry thank lot flipkartread more,5,0.8885,Positive
aux cable poorread more,1,0.0,Positive
lookingread more,5,0.0,Positive
good set price higher side profit margin flip cart highread more,4,0.7003,Positive
goodread more,5,0.0,Positive
very good headphones must buyread more,5,0.4927,Positive
not badread more,3,0.0,Positive
i would like say headphones goodpros it good bass it good backupcons it not cover 10 i think covers 7m one thing i dont like sound audible peopleread more,4,0.7343,Positive
nice headphone boatread more,5,0.4215,Positive
uncomfortableread more,3,0.0,Positive
niceread more,5,0.0,Positive
its goodread more,4,0.0,Positive
niceread more,5,0.0,Positive
its size less expectedand wearing longer time cause little ear pain days ok best bass sound quality awesomeread more,2,0.5233,Positive
its good supper bass extra soundread more,5,0.4404,Positive
bestread more,4,0.0,Positive
very great productread more,5,0.659,Positive
niceread more,5,0.0,Positive
awesomeread more,5,0.0,Positive
this product good product many problems create soundsread more,2,0.3182,Positive
wao awesome soundread more,5,0.6249,Positive
good product go itread more,5,0.4404,Positive
awesome headset u byt itemread more,5,0.6249,Positive
very good productbut design build goodread more,5,0.4927,Positive
1 sound quality i used bolt audio thunder boat rockerz 510 boat rockerz 450 also sound boat 400 outstanding so i give 45 star sound quality 2bass quality powerful bass hear compare ear headphoneyou clearly listen bass trabelso i give 40 star bass quality3 design build quality look like professional headphone but fit tight days use days fell soft comfortablei give iread more,5,0.775,Positive
wao awesome soundread more,5,0.6249,Positive
good product go itread more,5,0.4404,Positive
awesome headset u byt itemread more,5,0.6249,Positive
very good productbut design build goodread more,5,0.4927,Positive
1 sound quality i used bolt audio thunder boat rockerz 510 boat rockerz 450 also sound boat 400 outstanding so i give 45 star sound quality 2bass quality powerful bass hear compare ear headphoneyou clearly listen bass trabelso i give 40 star bass quality3 design build quality look like professional headphone but fit tight days use days fell soft comfortablei give iread more,5,0.775,Positive
superread more,5,0.0,Positive
great headphones fault start using headphone via bluetooth call someone sound gets torn nd painful ears definately good product music movie purpose not not callingthe painful full thing offer product details 35mm jack cable get 20mm jack cable thats false detail product misleading customeri order seperately 35 mm jack mic system works headset not used phone read more,4,-0.5172,Negative
amazingread more,5,0.0,Positive
just loved would recommend itread more,5,0.7506,Positive
best 1500 bluetoothread more,4,0.6369,Positive
i love very good productread more,5,0.8122,Positive
nice sound qualityread more,5,0.4215,Positive
okokread more,2,0.0,Positive
so good headphone value money love thankyouread more,5,0.8766,Positive
sound quality good bass boostedread more,4,0.4404,Positive
sound look good fitment ear important aspect not comfortable boat look aspect well manufacturingdelivery flipkart timeread more,3,0.4763,Positive
okread more,5,0.0,Positive
these headset good budget bluetooth connectivity low i put hand right side speaker voice breaked i excercise slipping ears second rotation headset boat written it tight i wear first time goodread more,4,0.6124,Positive
this product really amazing its sound quality good bass also good build quality goodi like personally sound quality designread more,4,0.908,Positive
excellent productread more,5,0.5719,Positive
sound look good fitment ear important aspect not comfortable boat look aspect well manufacturingdelivery flipkart timeread more,3,0.4763,Positive
okread more,5,0.0,Positive
these headset good budget bluetooth connectivity low i put hand right side speaker voice breaked i excercise slipping ears second rotation headset boat written it tight i wear first time goodread more,4,0.6124,Positive
this product really amazing its sound quality good bass also good build quality goodi like personally sound quality designread more,4,0.908,Positive
excellent productread more,5,0.5719,Positive
delivery 1 day late im happy product superb read more,5,0.8316,Positive
awesome sound good qualityread more,5,0.7906,Positive
nice productsread more,3,0.4215,Positive
average qualityread more,4,0.0,Positive
worst speakerread more,1,-0.6249,Negative
super qlty supr prodectread more,4,0.5994,Positive
gud moneyread more,4,0.0,Positive
awesome awesome awesome read more,5,0.9231,Positive
ear gets packed high soundread more,3,0.0,Positive
niceread more,5,0.0,Positive
ultimate earphones nice earphones correct cost read more,5,0.4215,Positive
worst headphones everread more,1,-0.6249,Negative
very goodread more,1,0.0,Positive
this item good belt titeread more,5,0.4404,Positive
i love tq flip kart delivery latebut no problem read more,5,0.7549,Positive
very goodread more,5,0.0,Positive
mind blowingread more,4,0.0,Positive
awesome soundread more,5,0.6249,Positive
niceread more,5,0.0,Positive
excellent sound quality along confortable wearingread more,5,0.5719,Positive
nice productread more,5,0.4215,Positive
super worth moneyread more,5,0.7003,Positive
okay use music but not good audio calls poor noise cancellation it absorbs almost every single sound surroundingread more,3,-0.7788,Negative
build design awesome sound quality good gamingbass good vibrant high base sound played in bluetooth mode sound quality averagefor aux cable sound quality awesome feel soundread more,4,0.9628,Positive
its good bluetooth headsetread more,5,0.4404,Positive
the best purchase everread more,5,0.6369,Positive
started breaking plastic cheap qualityread more,1,0.0,Positive
1 star becoz time someone call complain much background noise side i disconnect headset hear loud clear may defective piece now i need visit boat gallery issueread more,1,-0.4215,Negative
really niceread more,4,0.0,Positive
ear cushions need improved need smoothen ear cushionsread more,3,0.4767,Positive
simply best rs1099 sound good comfortable fitread more,5,0.886,Positive
its nice productread more,5,0.4215,Positive
good music lover not callingread more,5,0.7717,Positive
headset really amazing got 1049rs big billion days everything tooo amazing sound everything charger not charging 2days using phone charger charge things really danm greatread more,4,0.8357,Positive
class productread more,5,0.0,Positive
very osm product its good sound base quality good satisfiedread more,5,0.7003,Positive
good product i got product rs 999read more,4,0.4404,Positive
very good productread more,5,0.4927,Positive
this amazing productbass goodsound quality also goodbattery powerfullbut bluetooth not useable movies gaming watching sounds not perfect music wire connect also perfect thanks flipkartread more,5,0.8127,Positive
opread more,5,0.0,Positive
wonderful productread more,5,0.5719,Positive
the fitting poor cant used long hours max 1h distortion noise though minimum still present running dont expect crystal clear sound quality far but good product money spendingread more,3,0.2978,Positive
nice sound good quality productread more,4,0.6908,Positive
